Year_Month,Travel_Mode,Card_type,Trip
2017-11,Bus,Senior/Pensioner,4269152
2017-11,Ferry,Adult,901775
2017-11,Ferry,CTP,2019
2017-11,Ferry,Child/Youth,75010
2017-11,Ferry,Concession,24358
2017-11,Ferry,Employee,5435
2017-11,Ferry,Free Travel,2330
2017-11,Ferry,School Student,2444
2017-11,Ferry,Senior/Pensioner,183905
2017-11,Ferry,Sgl Trip Ferry Adult,63149
2017-11,Ferry,Sgl Trip Ferry Child/Youth,7171
2017-11,Light rail,Adult,649009
2017-11,Light rail,Child/Youth,35504
2017-11,Light rail,Concession,31344
2017-11,Light rail,Employee,2
2017-11,Light rail,Free Travel,937
2017-11,Light rail,School Student,5671
2017-11,Light rail,Senior/Pensioner,146513
2017-11,Light rail,Sgl Trip LR Adult,5215
2017-11,Light rail,Sgl Trip LR Child/Youth,791
2017-11,Train,Adult,25763265
2017-11,Train,Child/Youth,1062144
2017-11,Train,Concession,1827754
2017-11,Train,Day Pass without SAF,2
2017-11,Train,Employee,300528
2017-11,Train,Free Travel,32193
2017-11,Train,School Student,1065221
2017-11,Train,Senior/Pensioner,2979774
2017-11,Train,Sgl Trip Rail Adult,366190
2017-11,Train,Sgl Trip Rail Child/Youth,60053
2017-12,Bus,Adult,13321082
2017-12,Bus,Adult Single Bus Trip 1,158523
2017-12,Bus,Adult Single Bus Trip 2,91020
2017-12,Bus,Adult Single Bus Trip 3,33611
2017-12,Bus,Child/Youth,1412859
2017-12,Bus,Child/Youth Single Bus Trip 1,48701
2017-12,Bus,Child/Youth Single Bus Trip 2,38599
2017-12,Bus,Child/Youth Single Bus Trip 3,11737
2017-12,Bus,Concession,1066654
2017-12,Bus,Day Pass Child/Youth w/o SAF,2
2017-12,Bus,Employee,69644
2017-12,Bus,Free Travel,35334
2017-12,Bus,School Student,926795
2017-12,Bus,Senior/Pensioner,3927879
2017-12,Ferry,Adult,1046211
2017-12,Ferry,CTP,2307
2017-12,Ferry,Child/Youth,146402
2017-12,Ferry,Concession,28201
2017-12,Ferry,Employee,5165
2017-12,Ferry,Free Travel,2099
2017-12,Ferry,School Student,988
2017-12,Ferry,Senior/Pensioner,185440
2017-12,Ferry,Sgl Trip Ferry Adult,75067
2017-12,Ferry,Sgl Trip Ferry Child/Youth,18807
2017-12,Light rail,Adult,643916
2017-12,Light rail,Child/Youth,49043
2017-12,Light rail,Concession,28319
2017-12,Light rail,Employee,1
2017-12,Light rail,Free Travel,852
2017-12,Light rail,School Student,1860
2017-12,Light rail,Senior/Pensioner,148175
2017-12,Light rail,Sgl Trip LR Adult,5741
2017-12,Light rail,Sgl Trip LR Child/Youth,1399
2017-12,Train,Adult,22729922
2017-12,Train,Child/Youth,1423432
2017-12,Train,Concession,1406927
2017-12,Train,Employee,254579
2017-12,Train,Free Travel,26829
2017-12,Train,School Student,385688
2017-12,Train,Senior/Pensioner,2749627
2017-12,Train,Sgl Trip Rail Adult,396404
2017-12,Train,Sgl Trip Rail Child/Youth,94481
2018-01,Bus,Adult,13665898
2018-01,Bus,Adult Single Bus Trip 1,144931
2018-01,Bus,Adult Single Bus Trip 2,80665
2018-01,Bus,Adult Single Bus Trip 3,29410
2018-01,Bus,Child/Youth,1559929
2018-01,Bus,Child/Youth Single Bus Trip 1,49176
2018-01,Bus,Child/Youth Single Bus Trip 2,40857
2018-01,Bus,Child/Youth Single Bus Trip 3,12535
2018-01,Bus,Concession,1022052
2018-01,Bus,Employee,67410
2018-01,Bus,Free Travel,34628
2018-01,Bus,On Demand,232
2018-01,Bus,Other,24389
2018-01,Bus,School Student,186979
2018-01,Bus,Senior/Pensioner,3857789
2018-01,Ferry,Adult,1112314
2018-01,Ferry,CTP,2466
2018-01,Ferry,Child/Youth,199548
2018-01,Ferry,Concession,29192
2018-01,Ferry,Employee,6262
2018-01,Ferry,Free Travel,2417
2018-01,Ferry,School Student,252
2018-01,Ferry,Senior/Pensioner,220589
2018-01,Ferry,Sgl Trip Ferry Adult,79580
2018-01,Ferry,Sgl Trip Ferry Child/Youth,23423
2018-01,Light rail,Adult,142036
2018-01,Light rail,Child/Youth,14275
2018-01,Light rail,Concession,6681
2018-01,Light rail,Free Travel,194
2018-01,Light rail,School Student,441
2018-01,Light rail,Senior/Pensioner,28435
2018-01,Light rail,Sgl Trip LR Adult,1211
2018-01,Light rail,Sgl Trip LR Child/Youth,447
2018-01,Train,Adult,22118391
2018-01,Train,Child/Youth,1491713
2018-01,Train,Concession,1278438
2018-01,Train,Day Pass without SAF,1
2018-01,Train,Employee,237035
2018-01,Train,Free Travel,24340
2018-01,Train,School Student,80493
2018-01,Train,Senior/Pensioner,2550328
2018-01,Train,Sgl Trip Rail Adult,317462
2018-01,Train,Sgl Trip Rail Child/Youth,88665
2018-02,Bus,Adult,14158256
2018-02,Bus,Adult Single Bus Trip 1,135021
2018-02,Bus,Adult Single Bus Trip 2,72765
2018-02,Bus,Adult Single Bus Trip 3,25901
2018-02,Bus,Child/Youth,1271723
2018-02,Bus,Child/Youth Single Bus Trip 1,28631
2018-02,Bus,Child/Youth Single Bus Trip 2,19424
2018-02,Bus,Child/Youth Single Bus Trip 3,5413
2018-02,Bus,Concession,1275676
2018-02,Bus,Employee,71212
2018-02,Bus,Free Travel,36666
2018-02,Bus,On Demand,672
2018-02,Bus,Other,55421
2018-02,Bus,School Student,2701483
2018-02,Bus,Senior/Pensioner,3956457
2018-02,Ferry,Adult,902195
2018-02,Ferry,CTP,2069
2018-02,Ferry,Child/Youth,65080
2018-02,Ferry,Concession,24733
2018-02,Ferry,Employee,4994
2018-02,Ferry,Free Travel,2129
2018-02,Ferry,School Student,2904
2018-02,Ferry,Senior/Pensioner,184482
2018-02,Ferry,Sgl Trip Ferry Adult,63773
2018-02,Ferry,Sgl Trip Ferry Child/Youth,8079
2018-02,Light rail,Adult,550240
2018-02,Light rail,Child/Youth,35485
2018-02,Light rail,Concession,26363
2018-02,Light rail,Free Travel,793
2018-02,Light rail,School Student,6277
2018-02,Light rail,Senior/Pensioner,135060
2018-02,Light rail,Sgl Trip LR Adult,4590
2018-02,Light rail,Sgl Trip LR Child/Youth,737
2018-02,Train,Adult,23096119
2018-02,Train,Child/Youth,1013582
2018-02,Train,Concession,1546266
2018-02,Train,Employee,259220
2018-02,Train,Free Travel,27068
2018-02,Train,School Student,1071662
2018-02,Train,Senior/Pensioner,2656033
2018-02,Train,Sgl Trip Rail Adult,314269
2018-02,Train,Sgl Trip Rail Child/Youth,51872
2018-03,Bus,Adult,15671919
2018-03,Bus,Adult Single Bus Trip 1,149812
2018-03,Bus,Adult Single Bus Trip 2,81989
2018-03,Bus,Adult Single Bus Trip 3,28085
2018-03,Bus,Child/Youth,1325239
2018-03,Bus,Child/Youth Single Bus Trip 1,33439
2018-03,Bus,Child/Youth Single Bus Trip 2,22468
2018-03,Bus,Child/Youth Single Bus Trip 3,6274
2018-03,Bus,Concession,2271925
2018-03,Bus,Day Pass Child/Youth w/o SAF,17
2018-03,Bus,Day Pass without SAF,45
2018-03,Bus,Employee,77210
2018-03,Bus,Free Travel,40280
2018-03,Bus,On Demand,1049
2018-03,Bus,Other,64634
2018-03,Bus,School Student,2983327
2018-03,Bus,Senior/Pensioner,4303012
2018-03,Ferry,Adult,977515
2018-03,Ferry,CTP,14690
2018-03,Ferry,Child/Youth,77736
2018-03,Ferry,Concession,32530
2018-03,Ferry,Employee,4829
2018-03,Ferry,Free Travel,2048
2018-03,Ferry,School Student,2544
2018-03,Ferry,Senior/Pensioner,200909
2018-03,Ferry,Sgl Trip Ferry Adult,61722
2018-03,Ferry,Sgl Trip Ferry Child/Youth,10095
2018-03,Light rail,Adult,615888
2018-03,Light rail,CTP,3018
2018-03,Light rail,Child/Youth,35724
2018-03,Light rail,Concession,34138
2018-03,Light rail,Free Travel,860
2018-03,Light rail,School Student,5884
2018-03,Light rail,Senior/Pensioner,143404
2018-03,Light rail,Sgl Trip LR Adult,4325
2018-03,Light rail,Sgl Trip LR Child/Youth,648
2018-03,Train,Adult,26186985
2018-03,Train,Child/Youth,1149786
2018-03,Train,Concession,2756796
2018-03,Train,Day Pass Child/Youth w/o SAF,4
2018-03,Train,Day Pass without SAF,32
2018-03,Train,Employee,289223
2018-03,Train,Free Travel,30090
2018-03,Train,School Student,1154541
2018-03,Train,Senior/Pensioner,2976317
2018-03,Train,Sgl Trip Rail Adult,361338
2018-03,Train,Sgl Trip Rail Child/Youth,62376
2018-04,Bus,Adult,14183574
2018-04,Bus,Adult Single Bus Trip 1,139901
2018-04,Bus,Adult Single Bus Trip 2,75101
2018-04,Bus,Adult Single Bus Trip 3,25295
2018-04,Bus,Child/Youth,1426034
2018-04,Bus,Child/Youth Single Bus Trip 1,41733
2018-04,Bus,Child/Youth Single Bus Trip 2,32744
2018-04,Bus,Child/Youth Single Bus Trip 3,9079
2018-04,Bus,Concession,1787676
2018-04,Bus,Day Pass Child/Youth w/o SAF,8
2018-04,Bus,Day Pass without SAF,111
2018-04,Bus,Employee,70833
2018-04,Bus,Free Travel,36465
2018-04,Bus,On Demand,1319
2018-04,Bus,Other,41889
2018-04,Bus,School Student,1243894
2018-04,Bus,Senior/Pensioner,3949337
2018-04,Ferry,Adult,982513
2018-04,Ferry,CTP,20559
2018-04,Ferry,Child/Youth,156154
2018-04,Ferry,Concession,29908
2018-04,Ferry,Employee,4990
2018-04,Ferry,Free Travel,2131
2018-04,Ferry,School Student,1064
2018-04,Ferry,Senior/Pensioner,214610
2018-04,Ferry,Sgl Trip Ferry Adult,54494
2018-04,Ferry,Sgl Trip Ferry Child/Youth,16375
2018-04,Light rail,Adult,586057
2018-04,Light rail,CTP,6047
2018-04,Light rail,Child/Youth,48611
2018-04,Light rail,Concession,28950
2018-04,Light rail,Employee,1
2018-04,Light rail,Free Travel,887
2018-04,Light rail,School Student,2521
2018-04,Light rail,Senior/Pensioner,151012
2018-04,Light rail,Sgl Trip LR Adult,3698
2018-04,Light rail,Sgl Trip LR Child/Youth,1173
2018-04,Train,Adult,23988605
2018-04,Train,Child/Youth,1375098
2018-04,Train,Concession,2206207
2018-04,Train,Day Pass Child/Youth w/o SAF,6
2018-04,Train,Day Pass without SAF,102
2018-04,Train,Employee,262786
2018-04,Train,Free Travel,28378
2018-04,Train,School Student,491342
2018-04,Train,Senior/Pensioner,2776197
2018-04,Train,Sgl Trip Rail Adult,303161
2018-04,Train,Sgl Trip Rail Child/Youth,80284
2018-05,Bus,Adult,15824004
2018-05,Bus,Adult Single Bus Trip 1,138667
2018-05,Bus,Adult Single Bus Trip 2,73371
2018-05,Bus,Adult Single Bus Trip 3,24464
2018-05,Bus,Child/Youth,1184699
2018-05,Bus,Child/Youth Single Bus Trip 1,29882
2018-05,Bus,Child/Youth Single Bus Trip 2,19692
2018-05,Bus,Child/Youth Single Bus Trip 3,5125
2018-05,Bus,Concession,2210352
2018-05,Bus,Day Pass Child/Youth w/o SAF,29
2018-05,Bus,Day Pass without SAF,206
2018-05,Bus,Employee,79814
2018-05,Bus,Free Travel,41549
2018-05,Bus,On Demand,1782
2018-05,Bus,Other,66092
2018-05,Bus,School Student,3252145
2018-05,Bus,Senior/Pensioner,4400482
2018-05,Ferry,Adult,828410
2018-05,Ferry,CTP,18440
2018-05,Ferry,Child/Youth,66680
2018-05,Ferry,Concession,27719
2018-05,Ferry,Employee,5203
2018-05,Ferry,Free Travel,2178
2018-05,Ferry,School Student,3347
2018-05,Ferry,Senior/Pensioner,201001
2018-05,Ferry,Sgl Trip Ferry Adult,40546
2018-05,Ferry,Sgl Trip Ferry Child/Youth,6662
2018-05,Light rail,Adult,627483
2018-05,Light rail,CTP,7480
2018-05,Light rail,Child/Youth,34958
2018-05,Light rail,Concession,30938
2018-05,Light rail,Day Pass without SAF,1
2018-05,Light rail,Free Travel,910
2018-05,Light rail,School Student,8352
2018-05,Light rail,Senior/Pensioner,144297
2018-05,Light rail,Sgl Trip LR Adult,3668
2018-05,Light rail,Sgl Trip LR Child/Youth,640
2018-05,Train,Adult,27561815
2018-05,Train,Child/Youth,960677
2018-05,Train,Concession,2700245
2018-05,Train,Day Pass Child/Youth w/o SAF,16
2018-05,Train,Day Pass without SAF,190
2018-05,Train,Employee,320124
2018-05,Train,Free Travel,32251
2018-05,Train,School Student,1304566
2018-05,Train,Senior/Pensioner,3076313
2018-05,Train,Sgl Trip Rail Adult,311005
2018-05,Train,Sgl Trip Rail Child/Youth,55363
2018-06,Bus,Adult,14071974
2018-06,Bus,Adult Single Bus Trip 1,119147
2018-06,Bus,Adult Single Bus Trip 2,62524
2018-06,Bus,Adult Single Bus Trip 3,20712
2018-06,Bus,Child/Youth,1113371
2018-06,Bus,Child/Youth Single Bus Trip 1,26701
2018-06,Bus,Child/Youth Single Bus Trip 2,18362
2018-06,Bus,Child/Youth Single Bus Trip 3,5138
2018-06,Bus,Concession,1499845
2018-06,Bus,Day Pass Child/Youth w/o SAF,4
2018-06,Bus,Day Pass without SAF,216
2018-06,Bus,Employee,71909
2018-06,Bus,Free Travel,37474
2018-06,Bus,On Demand,1896
2018-06,Bus,Other,56620
2018-06,Bus,School Student,2654907
2018-06,Bus,Senior/Pensioner,3898801
2018-06,Ferry,Adult,769271
2018-06,Ferry,CTP,20957
2018-06,Ferry,Child/Youth,91982
2018-06,Ferry,Concession,24723
2018-06,Ferry,Employee,4474
2018-06,Ferry,Free Travel,1969
2018-06,Ferry,School Student,4600
2018-06,Ferry,Senior/Pensioner,171076
2018-06,Ferry,Sgl Trip Ferry Adult,39564
2018-06,Ferry,Sgl Trip Ferry Child/Youth,11086
2018-06,Light rail,Adult,617941
2018-06,Light rail,CTP,7660
2018-06,Light rail,Child/Youth,39212
2018-06,Light rail,Concession,32095
2018-06,Light rail,Day Pass without SAF,1
2018-06,Light rail,Employee,1
2018-06,Light rail,Free Travel,761
2018-06,Light rail,School Student,6613
2018-06,Light rail,Senior/Pensioner,139229
2018-06,Light rail,Sgl Trip LR Adult,3644
2018-06,Light rail,Sgl Trip LR Child/Youth,792
2018-06,Train,Adult,24997620
2018-06,Train,Child/Youth,1084919
2018-06,Train,Concession,1925573
2018-06,Train,Day Pass Child/Youth w/o SAF,3
2018-06,Train,Day Pass without SAF,218
2018-06,Train,Employee,291309
2018-06,Train,Free Travel,29136
2018-06,Train,School Student,1094868
2018-06,Train,Senior/Pensioner,2811670
2018-06,Train,Sgl Trip Rail Adult,304921
2018-06,Train,Sgl Trip Rail Child/Youth,64108
2018-07,Bus,Adult,14663512
2018-07,Bus,Adult Single Bus Trip 1,125994
2018-07,Bus,Adult Single Bus Trip 2,71134
2018-07,Bus,Adult Single Bus Trip 3,21913
2018-07,Bus,Child/Youth,1478229
2018-07,Bus,Child/Youth Single Bus Trip 1,41280
2018-07,Bus,Child/Youth Single Bus Trip 2,31772
2018-07,Bus,Child/Youth Single Bus Trip 3,8494
2018-07,Bus,Concession,1385605
2018-07,Bus,Day Pass Child/Youth w/o SAF,10
2018-07,Bus,Day Pass without SAF,263
2018-07,Bus,Employee,75107
2018-07,Bus,Free Travel,40049
2018-07,Bus,On Demand,4117
2018-07,Bus,Other,37643
2018-07,Bus,School Student,1360830
2018-07,Bus,Senior/Pensioner,4136888
2018-07,Ferry,Adult,842678
2018-07,Ferry,CTP,15079
2018-07,Ferry,Child/Youth,153090
2018-07,Ferry,Concession,25100
2018-07,Ferry,Day Pass without SAF,5
2018-07,Ferry,Employee,4458
2018-07,Ferry,Free Travel,2174
2018-07,Ferry,School Student,2101
2018-07,Ferry,Senior/Pensioner,187491
2018-07,Ferry,Sgl Trip Ferry Adult,44585
2018-07,Ferry,Sgl Trip Ferry Child/Youth,17510
2018-07,Light rail,Adult,623308
2018-07,Light rail,CTP,9016
2018-07,Light rail,Child/Youth,53864
2018-07,Light rail,Concession,29101
2018-07,Light rail,Employee,21
2018-07,Light rail,Free Travel,779
2018-07,Light rail,School Student,3089
2018-07,Light rail,Senior/Pensioner,137015
2018-07,Light rail,Sgl Trip LR Adult,3170
2018-07,Light rail,Sgl Trip LR Child/Youth,1101
2018-07,Train,Adult,25719570
2018-07,Train,Child/Youth,1441083
2018-07,Train,Concession,1764348
2018-07,Train,Day Pass Child/Youth w/o SAF,11
2018-07,Train,Day Pass without SAF,295
2018-07,Train,Employee,294039
2018-07,Train,Free Travel,31329
2018-07,Train,School Student,545831
2018-07,Train,Senior/Pensioner,2906558
2018-07,Train,Sgl Trip Rail Adult,273148
2018-07,Train,Sgl Trip Rail Child/Youth,77382
2018-08,Bus,Adult,15671796
2018-08,Bus,Adult Single Bus Trip 1,117518
2018-08,Bus,Adult Single Bus Trip 2,66263
2018-08,Bus,Adult Single Bus Trip 3,20627
2018-08,Bus,Child/Youth,1210309
2018-08,Bus,Child/Youth Single Bus Trip 1,28189
2018-08,Bus,Child/Youth Single Bus Trip 2,18873
2018-08,Bus,Child/Youth Single Bus Trip 3,4924
2018-08,Bus,Concession,2255143
2018-08,Bus,Day Pass Child/Youth w/o SAF,15
2018-08,Bus,Day Pass without SAF,294
2018-08,Bus,Employee,84601
2018-08,Bus,Free Travel,42673
2018-08,Bus,On Demand,4888
2018-08,Bus,Other,68810
2018-08,Bus,School Student,3043783
2018-08,Bus,Senior/Pensioner,4327181
2018-08,Ferry,Adult,756150
2018-08,Ferry,CTP,14406
2018-08,Ferry,Child/Youth,77616
2018-08,Ferry,Concession,24487
2018-08,Ferry,Day Pass without SAF,4
2018-08,Ferry,Employee,3771
2018-08,Ferry,Free Travel,1908
2018-08,Ferry,School Student,5605
2018-08,Ferry,Senior/Pensioner,168088
2018-08,Ferry,Sgl Trip Ferry Adult,41119
2018-08,Ferry,Sgl Trip Ferry Child/Youth,10037
2018-08,Light rail,Adult,635271
2018-08,Light rail,CTP,9575
2018-08,Light rail,Child/Youth,38176
2018-08,Light rail,Concession,33463
2018-08,Light rail,Employee,916
2018-08,Light rail,Free Travel,912
2018-08,Light rail,School Student,8120
2018-08,Light rail,Senior/Pensioner,137236
2018-08,Light rail,Sgl Trip LR Adult,3475
2018-08,Light rail,Sgl Trip LR Child/Youth,645
2018-08,Train,Adult,27068989
2018-08,Train,Child/Youth,982120
2018-08,Train,Concession,2740748
2018-08,Train,Day Pass Child/Youth w/o SAF,14
2018-08,Train,Day Pass without SAF,312
2018-08,Train,Employee,302280
2018-08,Train,Free Travel,32190
2018-08,Train,School Student,1254541
2018-08,Train,Senior/Pensioner,2992574
2018-08,Train,Sgl Trip Rail Adult,286608
2018-08,Train,Sgl Trip Rail Child/Youth,53424
2018-09,Bus,Adult,14506860
2018-09,Bus,Adult Single Bus Trip 1,108216
2018-09,Bus,Adult Single Bus Trip 2,60426
2018-09,Bus,Adult Single Bus Trip 3,19918
2018-09,Bus,Child/Youth,1174339
2018-09,Bus,Child/Youth Single Bus Trip 1,27904
2018-09,Bus,Child/Youth Single Bus Trip 2,19441
2018-09,Bus,Child/Youth Single Bus Trip 3,5161
2018-09,Bus,Concession,1761178
2018-09,Bus,Day Pass Child/Youth w/o SAF,7
2018-09,Bus,Day Pass without SAF,259
2018-09,Bus,Employee,81888
2018-09,Bus,Free Travel,38771
2018-09,Bus,On Demand,4679
2018-09,Bus,Other,66227
2018-09,Bus,School Student,2566165
2018-09,Bus,Senior/Pensioner,4000218
2018-09,Ferry,Adult,781681
2018-09,Ferry,CTP,13924
2018-09,Ferry,Child/Youth,83827
2018-09,Ferry,Concession,22900
2018-09,Ferry,Day Pass without SAF,1
2018-09,Ferry,Employee,4119
2018-09,Ferry,Free Travel,2004
2018-09,Ferry,School Student,4833
2018-09,Ferry,Senior/Pensioner,170563
2018-09,Ferry,Sgl Trip Ferry Adult,41289
2018-09,Ferry,Sgl Trip Ferry Child/Youth,8921
2018-09,Light rail,Adult,618552
2018-09,Light rail,CTP,9945
2018-09,Light rail,Child/Youth,37820
2018-09,Light rail,Concession,30445
2018-09,Light rail,Day Pass without SAF,1
2018-09,Light rail,Employee,1189
2018-09,Light rail,Free Travel,761
2018-09,Light rail,School Student,7017
2018-09,Light rail,Senior/Pensioner,137410
2018-09,Light rail,Sgl Trip LR Adult,3362
2018-09,Light rail,Sgl Trip LR Child/Youth,594
2018-09,Train,Adult,25212167
2018-09,Train,Child/Youth,1041145
2018-09,Train,Concession,2168858
2018-09,Train,Day Pass Child/Youth w/o SAF,9
2018-09,Train,Day Pass without SAF,319
2018-09,Train,Employee,283396
2018-09,Train,Free Travel,30433
2018-09,Train,School Student,1093627
2018-09,Train,Senior/Pensioner,2853772
2018-09,Train,Sgl Trip Rail Adult,284117
2018-09,Train,Sgl Trip Rail Child/Youth,53639
2018-10,Bus,Adult,15736379
2018-10,Bus,Adult Single Bus Trip 1,115049
2018-10,Bus,Adult Single Bus Trip 2,63772
2018-10,Bus,Adult Single Bus Trip 3,21456
2018-10,Bus,Child/Youth,1418158
2018-10,Bus,Child/Youth Single Bus Trip 1,34527
2018-10,Bus,Child/Youth Single Bus Trip 2,25996
2018-10,Bus,Child/Youth Single Bus Trip 3,7029
2018-10,Bus,Concession,1824756
2018-10,Bus,Day Pass Child/Youth w/o SAF,8
2018-10,Bus,Day Pass without SAF,369
2018-10,Bus,Employee,88362
2018-10,Bus,Free Travel,41366
2018-10,Bus,On Demand,5295
2018-10,Bus,Other,81377
2018-10,Bus,School Student,1721983
2018-10,Bus,Senior/Pensioner,4228361
2018-10,Ferry,Adult,761780
2018-10,Ferry,CTP,16320
2018-10,Ferry,Child/Youth,91168
2018-10,Ferry,Concession,20365
2018-10,Ferry,Day Pass without SAF,3
2018-10,Ferry,Employee,3997
2018-10,Ferry,Free Travel,1976
2018-10,Ferry,School Student,2911
2018-10,Ferry,Senior/Pensioner,171082
2018-10,Ferry,Sgl Trip Ferry Adult,45136
2018-10,Ferry,Sgl Trip Ferry Child/Youth,9845
2018-10,Light rail,Adult,609091
2018-10,Light rail,CTP,10940
2018-10,Light rail,Child/Youth,39129
2018-10,Light rail,Concession,27585
2018-10,Light rail,Day Pass without SAF,2
2018-10,Light rail,Employee,1275
2018-10,Light rail,Free Travel,788
2018-10,Light rail,School Student,4384
2018-10,Light rail,Senior/Pensioner,130612
2018-10,Light rail,Sgl Trip LR Adult,2881
2018-10,Light rail,Sgl Trip LR Child/Youth,624
2018-10,Train,Adult,26675966
2018-10,Train,Child/Youth,1220318
2018-10,Train,Concession,2223132
2018-10,Train,Day Pass Child/Youth w/o SAF,10
2018-10,Train,Day Pass without SAF,374
2018-10,Train,Employee,311734
2018-10,Train,Free Travel,35210
2018-10,Train,School Student,692192
2018-10,Train,Senior/Pensioner,2975395
2018-10,Train,Sgl Trip Rail Adult,304980
2018-10,Train,Sgl Trip Rail Child/Youth,62339
