Year_Month,Travel_Mode,Card_type,Trip
2020-08,Bus,CTP,1939712
2020-08,Bus,Child/Youth,628201
2020-08,Bus,Child/Youth Single Bus Trip 1,9
2020-08,Bus,Child/Youth Single Bus Trip 2,7
2020-08,Bus,Child/Youth Single Bus Trip 3,5
2020-08,Bus,Concession,622654
2020-08,Bus,Day Pass Child/Youth w/o SAF,1
2020-08,Bus,Day Pass without SAF,422
2020-08,Bus,Employee,51775
2020-08,Bus,Free Travel,22685
2020-08,Bus,On Demand,14999
2020-08,Bus,School Student,1806836
2020-08,Bus,Senior/Pensioner,2410075
2020-08,Ferry,Adult,170746
2020-08,Ferry,CTP,90937
2020-08,Ferry,Child/Youth,16218
2020-08,Ferry,Concession,11428
2020-08,Ferry,Day Pass without SAF,1
2020-08,Ferry,Employee,2368
2020-08,Ferry,Free Travel,939
2020-08,Ferry,School Student,5201
2020-08,Ferry,Senior/Pensioner,68959
2020-08,Ferry,Sgl Trip Ferry Adult,1898
2020-08,Ferry,Sgl Trip Ferry Child/Youth,1282
2020-08,Light rail,Adult,513778
2020-08,Light rail,CTP,192136
2020-08,Light rail,Child/Youth,27831
2020-08,Light rail,Concession,54331
2020-08,Light rail,Day Pass without SAF,20
2020-08,Light rail,Employee,4067
2020-08,Light rail,Free Travel,1148
2020-08,Light rail,School Student,39183
2020-08,Light rail,Senior/Pensioner,132272
2020-08,Light rail,Sgl Trip LR Adult,451
2020-08,Light rail,Sgl Trip LR Child/Youth,251
2020-08,Metro,Adult,503923
2020-08,Metro,CTP,148270
2020-08,Metro,Child/Youth,47188
2020-08,Metro,Concession,104706
2020-08,Metro,Day Pass without SAF,5
2020-08,Metro,Employee,5770
2020-08,Metro,Free Travel,844
2020-08,Metro,School Student,80446
2020-08,Metro,Senior/Pensioner,53995
2020-08,Metro,Sgl Trip Rail Adult,1613
2020-08,Metro,Sgl Trip Rail Child/Youth,2142
2020-08,Train,Adult,8635155
2020-08,Train,CTP,2128878
2020-08,Train,Child/Youth,376987
2020-08,Train,Concession,756263
2020-08,Train,Day Pass Child/Youth w/o SAF,7
2020-08,Train,Day Pass without SAF,514
2020-08,Train,Employee,203844
2020-08,Train,Free Travel,15100
2020-08,Train,School Student,891939
2020-08,Train,Senior/Pensioner,1333085
2020-08,Train,Sgl Trip Rail Adult,26791
2020-08,Train,Sgl Trip Rail Child/Youth,16736
2020-09,Bus,Adult,5844392
2020-09,Bus,Adult Single Bus Trip 1,76
2020-09,Bus,Adult Single Bus Trip 2,36
2020-09,Bus,Adult Single Bus Trip 3,24
2020-09,Bus,CTP,2131509
2020-09,Bus,Child/Youth,715957
2020-09,Bus,Child/Youth Single Bus Trip 1,5
2020-09,Bus,Child/Youth Single Bus Trip 2,1
2020-09,Bus,Child/Youth Single Bus Trip 3,5
2020-09,Bus,Concession,674595
2020-09,Bus,Day Pass Child/Youth w/o SAF,1
2020-09,Bus,Day Pass without SAF,436
2020-09,Bus,Employee,53927
2020-09,Bus,Free Travel,23695
2020-09,Bus,On Demand,16714
2020-09,Bus,School Student,1625421
2020-09,Bus,Senior/Pensioner,2603832
2020-09,Ferry,Adult,192004
2020-09,Ferry,CTP,104920
2020-09,Ferry,Child/Youth,28018
2020-09,Ferry,Concession,12944
2020-09,Ferry,Day Pass without SAF,4
2020-09,Ferry,Employee,3019
2020-09,Ferry,Free Travel,1163
2020-09,Ferry,School Student,5788
2020-09,Ferry,Senior/Pensioner,89053
2020-09,Ferry,Sgl Trip Ferry Adult,2772
2020-09,Ferry,Sgl Trip Ferry Child/Youth,2306
2020-09,Light rail,Adult,539264
2020-09,Light rail,CTP,214718
2020-09,Light rail,Child/Youth,36925
2020-09,Light rail,Concession,68439
2020-09,Light rail,Day Pass without SAF,13
2020-09,Light rail,Employee,4332
2020-09,Light rail,Free Travel,1379
2020-09,Light rail,School Student,39608
2020-09,Light rail,Senior/Pensioner,153899
2020-09,Light rail,Sgl Trip LR Adult,634
2020-09,Light rail,Sgl Trip LR Child/Youth,394
2020-09,Metro,Adult,533927
2020-09,Metro,CTP,159481
2020-09,Metro,Child/Youth,61501
2020-09,Metro,Concession,94107
2020-09,Metro,Day Pass without SAF,6
2020-09,Metro,Employee,6245
2020-09,Metro,Free Travel,878
2020-09,Metro,School Student,80811
2020-09,Metro,Senior/Pensioner,62527
2020-09,Metro,Sgl Trip Rail Adult,1676
2020-09,Metro,Sgl Trip Rail Child/Youth,2653
2020-09,Train,Adult,9172681
2020-09,Train,CTP,2433375
2020-09,Train,Child/Youth,481158
2020-09,Train,Concession,836827
2020-09,Train,Day Pass Child/Youth w/o SAF,17
2020-09,Train,Day Pass without SAF,470
2020-09,Train,Employee,213889
2020-09,Train,Free Travel,16910
2020-09,Train,School Student,846898
2020-09,Train,Senior/Pensioner,1501862
2020-09,Train,Sgl Trip Rail Adult,31229
2020-09,Train,Sgl Trip Rail Child/Youth,20973
2020-10,Bus,Adult,6006332
2020-10,Bus,Adult Single Bus Trip 1,107
2020-10,Bus,Adult Single Bus Trip 2,46
2020-10,Bus,Adult Single Bus Trip 3,25
2020-10,Bus,CTP,2395589
2020-10,Bus,Child/Youth,838452
2020-10,Bus,Child/Youth Single Bus Trip 1,17
2020-10,Bus,Child/Youth Single Bus Trip 2,10
2020-10,Bus,Child/Youth Single Bus Trip 3,7
2020-10,Bus,Concession,691561
2020-10,Bus,Day Pass Child/Youth w/o SAF,1
2020-10,Bus,Day Pass without SAF,527
2020-10,Bus,Employee,56430
2020-10,Bus,Free Travel,24881
2020-10,Bus,On Demand,16944
2020-10,Bus,School Student,1261371
2020-10,Bus,Senior/Pensioner,2766738
2020-10,Ferry,Adult,232826
2020-10,Ferry,CTP,128751
2020-10,Ferry,Child/Youth,57850
2020-10,Ferry,Concession,14082
2020-10,Ferry,Day Pass Child/Youth w/o SAF,4
2020-10,Ferry,Day Pass without SAF,20
2020-10,Ferry,Employee,3562
2020-10,Ferry,Free Travel,1425
2020-10,Ferry,School Student,4702
2020-10,Ferry,Senior/Pensioner,106677
2020-10,Ferry,Sgl Trip Ferry Adult,5593
2020-10,Ferry,Sgl Trip Ferry Child/Youth,5240
2020-10,Light rail,Adult,632151
2020-10,Light rail,CTP,274808
2020-10,Light rail,Child/Youth,58974
2020-10,Light rail,Concession,85187
2020-10,Light rail,Day Pass without SAF,30
2020-10,Light rail,Employee,5719
2020-10,Light rail,Free Travel,1541
2020-10,Light rail,School Student,28522
2020-10,Light rail,Senior/Pensioner,188672
2020-10,Light rail,Sgl Trip LR Adult,1075
2020-10,Light rail,Sgl Trip LR Child/Youth,866
2020-10,Metro,Adult,552180
2020-10,Metro,CTP,173066
2020-10,Metro,Child/Youth,80137
2020-10,Metro,Concession,102905
2020-10,Metro,Day Pass without SAF,13
2020-10,Metro,Employee,6414
2020-10,Metro,Free Travel,945
2020-10,Metro,School Student,63594
2020-10,Metro,Senior/Pensioner,68481
2020-10,Metro,Sgl Trip Rail Adult,2060
2020-10,Metro,Sgl Trip Rail Child/Youth,3007
2020-10,Train,Adult,9591778
2020-10,Train,CTP,2817668
2020-10,Train,Child/Youth,638173
2020-10,Train,Concession,859401
2020-10,Train,Day Pass Child/Youth w/o SAF,11
2020-10,Train,Day Pass without SAF,523
2020-10,Train,Employee,217613
2020-10,Train,Free Travel,18019
2020-10,Train,School Student,646636
2020-10,Train,Senior/Pensioner,1644798
2020-10,Train,Sgl Trip Rail Adult,39312
2020-10,Train,Sgl Trip Rail Child/Youth,28525
2020-11,Bus,Adult,6166389
2020-11,Bus,Adult Single Bus Trip 1,78
2020-11,Bus,Adult Single Bus Trip 2,30
2020-11,Bus,Adult Single Bus Trip 3,13
2020-11,Bus,CTP,2558091
2020-11,Bus,Child/Youth,704689
2020-11,Bus,Child/Youth Single Bus Trip 1,4
2020-11,Bus,Child/Youth Single Bus Trip 2,7
2020-11,Bus,Child/Youth Single Bus Trip 3,4
2020-11,Bus,Concession,678187
2020-11,Bus,Day Pass Child/Youth w/o SAF,17
2020-11,Bus,Day Pass without SAF,563
2020-11,Bus,Employee,59168
2020-11,Bus,Free Travel,26771
2020-11,Bus,On Demand,17146
2020-11,Bus,School Student,1701786
2020-11,Bus,Senior/Pensioner,2896802
2020-11,Ferry,Adult,219061
2020-11,Ferry,CTP,132605
2020-11,Ferry,Child/Youth,28016
2020-11,Ferry,Concession,13061
2020-11,Ferry,Day Pass without SAF,12
2020-11,Ferry,Employee,3443
2020-11,Ferry,Free Travel,1514
2020-11,Ferry,School Student,7451
2020-11,Ferry,Senior/Pensioner,116804
2020-11,Ferry,Sgl Trip Ferry Adult,4573
2020-11,Ferry,Sgl Trip Ferry Child/Youth,2573
2020-11,Light rail,Adult,685141
2020-11,Light rail,CTP,314136
2020-11,Light rail,Child/Youth,45912
2020-11,Light rail,Concession,85355
2020-11,Light rail,Day Pass without SAF,23
2020-11,Light rail,Employee,5995
2020-11,Light rail,Free Travel,1759
2020-11,Light rail,School Student,38838
2020-11,Light rail,Senior/Pensioner,213033
2020-11,Light rail,Sgl Trip LR Adult,1026
2020-11,Light rail,Sgl Trip LR Child/Youth,597
2020-11,Metro,Adult,617476
2020-11,Metro,CTP,201491
2020-11,Metro,Child/Youth,66747
2020-11,Metro,Concession,86880
2020-11,Metro,Day Pass without SAF,1
2020-11,Metro,Employee,7401
2020-11,Metro,Free Travel,1081
2020-11,Metro,School Student,93904
2020-11,Metro,Senior/Pensioner,81964
2020-11,Metro,Sgl Trip Rail Adult,2462
2020-11,Metro,Sgl Trip Rail Child/Youth,2839
2020-11,Train,Adult,9919415
2020-11,Train,CTP,3065452
2020-11,Train,Child/Youth,514868
2020-11,Train,Concession,837790
2020-11,Train,Day Pass Child/Youth w/o SAF,29
2020-11,Train,Day Pass without SAF,522
2020-11,Train,Employee,226179
2020-11,Train,Free Travel,19717
2020-11,Train,School Student,900820
2020-11,Train,Senior/Pensioner,1767809
2020-11,Train,Sgl Trip Rail Adult,41236
2020-11,Train,Sgl Trip Rail Child/Youth,23433
2020-12,Bus,Adult,5739175
2020-12,Bus,Adult Single Bus Trip 1,96
2020-12,Bus,Adult Single Bus Trip 2,30
2020-12,Bus,Adult Single Bus Trip 3,6
2020-12,Bus,CTP,2549345
2020-12,Bus,Child/Youth,800460
2020-12,Bus,Child/Youth Single Bus Trip 1,1
2020-12,Bus,Child/Youth Single Bus Trip 2,6
2020-12,Bus,Child/Youth Single Bus Trip 3,2
2020-12,Bus,Concession,580697
2020-12,Bus,Day Pass Child/Youth w/o SAF,11
2020-12,Bus,Day Pass without SAF,618
2020-12,Bus,Employee,56361
2020-12,Bus,Free Travel,25512
2020-12,Bus,On Demand,17201
2020-12,Bus,School Student,780929
2020-12,Bus,Senior/Pensioner,2841423
2020-12,Ferry,Adult,197131
2020-12,Ferry,CTP,126639
2020-12,Ferry,Child/Youth,34165
2020-12,Ferry,Concession,11777
2020-12,Ferry,Day Pass without SAF,15
2020-12,Ferry,Employee,2932
2020-12,Ferry,Free Travel,1292
2020-12,Ferry,School Student,4291
2020-12,Ferry,Senior/Pensioner,93970
2020-12,Ferry,Sgl Trip Ferry Adult,5608
2020-12,Ferry,Sgl Trip Ferry Child/Youth,3470
2020-12,Light rail,Adult,716948
2020-12,Light rail,CTP,350597
2020-12,Light rail,Child/Youth,64923
2020-12,Light rail,Concession,71350
2020-12,Light rail,Day Pass Child/Youth w/o SAF,2
2020-12,Light rail,Day Pass without SAF,21
2020-12,Light rail,Employee,6826
2020-12,Light rail,Free Travel,1830
2020-12,Light rail,School Student,20519
2020-12,Light rail,Senior/Pensioner,216952
2020-12,Light rail,Sgl Trip LR Adult,1418
2020-12,Light rail,Sgl Trip LR Child/Youth,860
2020-12,Metro,Adult,583500
2020-12,Metro,CTP,215788
2020-12,Metro,Child/Youth,94959
2020-12,Metro,Concession,78503
2020-12,Metro,Day Pass without SAF,9
2020-12,Metro,Employee,7699
2020-12,Metro,Free Travel,1082
2020-12,Metro,School Student,51121
2020-12,Metro,Senior/Pensioner,77723
2020-12,Metro,Sgl Trip Rail Adult,3080
2020-12,Metro,Sgl Trip Rail Child/Youth,4100
2020-12,Train,Adult,9225046
2020-12,Train,CTP,3091734
2020-12,Train,Child/Youth,635972
2020-12,Train,Concession,756484
2020-12,Train,Day Pass Child/Youth w/o SAF,12
2020-12,Train,Day Pass without SAF,641
2020-12,Train,Employee,226494
2020-12,Train,Free Travel,18057
2020-12,Train,School Student,429805
2020-12,Train,Senior/Pensioner,1706291
2020-12,Train,Sgl Trip Rail Adult,51766
2020-12,Train,Sgl Trip Rail Child/Youth,31494
2021-01,Bus,Adult,5148624
2021-01,Bus,Adult Single Bus Trip 1,61
2021-01,Bus,Adult Single Bus Trip 2,23
2021-01,Bus,Adult Single Bus Trip 3,9
2021-01,Bus,CTP,2416896
2021-01,Bus,Child/Youth,887024
2021-01,Bus,Child/Youth Single Bus Trip 1,17
2021-01,Bus,Child/Youth Single Bus Trip 2,2
2021-01,Bus,Concession,499048
2021-01,Bus,Day Pass Child/Youth w/o SAF,2
2021-01,Bus,Day Pass without SAF,604
2021-01,Bus,Employee,48782
2021-01,Bus,Free Travel,21806
2021-01,Bus,On Demand,15373
2021-01,Bus,School Student,81935
2021-01,Bus,Senior/Pensioner,2447119
2021-01,Ferry,Adult,211318
2021-01,Ferry,CTP,141585
2021-01,Ferry,Child/Youth,62949
2021-01,Ferry,Concession,13986
2021-01,Ferry,Day Pass Child/Youth w/o SAF,1
2021-01,Ferry,Day Pass without SAF,18
2021-01,Ferry,Employee,3292
2021-01,Ferry,Free Travel,1329
2021-01,Ferry,School Student,730
2021-01,Ferry,Senior/Pensioner,94831
2021-01,Ferry,Sgl Trip Ferry Adult,4247
2021-01,Ferry,Sgl Trip Ferry Child/Youth,4985
2021-01,Light rail,Adult,627839
2021-01,Light rail,CTP,309592
2021-01,Light rail,Child/Youth,77802
2021-01,Light rail,Concession,64830
2021-01,Light rail,Day Pass without SAF,27
2021-01,Light rail,Employee,5735
2021-01,Light rail,Free Travel,1690
2021-01,Light rail,School Student,2499
2021-01,Light rail,Senior/Pensioner,181710
2021-01,Light rail,Sgl Trip LR Adult,918
2021-01,Light rail,Sgl Trip LR Child/Youth,987
2021-01,Metro,Adult,489531
2021-01,Metro,CTP,180974
2021-01,Metro,Child/Youth,105764
2021-01,Metro,Concession,67660
2021-01,Metro,Day Pass without SAF,6
2021-01,Metro,Employee,6574
2021-01,Metro,Free Travel,812
2021-01,Metro,School Student,5223
2021-01,Metro,Senior/Pensioner,62489
2021-01,Metro,Sgl Trip Rail Adult,1901
2021-01,Metro,Sgl Trip Rail Child/Youth,3751
2021-01,Train,Adult,7869191
2021-01,Train,CTP,2686459
2021-01,Train,Child/Youth,715610
2021-01,Train,Concession,628940
2021-01,Train,Day Pass Child/Youth w/o SAF,1
2021-01,Train,Day Pass without SAF,721
2021-01,Train,Employee,205188
2021-01,Train,Free Travel,13909
2021-01,Train,School Student,50576
2021-01,Train,Senior/Pensioner,1384427
2021-01,Train,Sgl Trip Rail Adult,31739
2021-01,Train,Sgl Trip Rail Child/Youth,29775
2021-02,Bus,Adult,5907430
2021-02,Bus,Adult Single Bus Trip 1,152
2021-02,Bus,Adult Single Bus Trip 2,33
2021-02,Bus,Adult Single Bus Trip 3,11
2021-02,Bus,CTP,2714548
2021-02,Bus,Child/Youth,737454
2021-02,Bus,Child/Youth Single Bus Trip 1,3
2021-02,Bus,Child/Youth Single Bus Trip 3,2
2021-02,Bus,Concession,707314
2021-02,Bus,Day Pass Child/Youth w/o SAF,15
2021-02,Bus,Day Pass without SAF,667
2021-02,Bus,Employee,55329
2021-02,Bus,Free Travel,26110
2021-02,Bus,On Demand,18068
2021-02,Bus,School Student,1989485
2021-02,Bus,Senior/Pensioner,2808255
2021-02,Ferry,Adult,218010
2021-02,Ferry,CTP,148965
2021-02,Ferry,Child/Youth,25386
2021-02,Ferry,Concession,15515
2021-02,Ferry,Day Pass without SAF,6
2021-02,Ferry,Employee,3479
2021-02,Ferry,Free Travel,1444
2021-02,Ferry,School Student,9873
2021-02,Ferry,Senior/Pensioner,118035
2021-02,Ferry,Sgl Trip Ferry Adult,4346
2021-02,Ferry,Sgl Trip Ferry Child/Youth,2201
2021-02,Light rail,Adult,759987
2021-02,Light rail,CTP,385649
2021-02,Light rail,Child/Youth,67431
2021-02,Light rail,Concession,159731
2021-02,Light rail,Day Pass without SAF,21
2021-02,Light rail,Employee,5960
2021-02,Light rail,Free Travel,1983
2021-02,Light rail,School Student,52130
2021-02,Light rail,Senior/Pensioner,228925
2021-02,Light rail,Sgl Trip LR Adult,884
2021-02,Light rail,Sgl Trip LR Child/Youth,506
2021-02,Metro,Adult,642411
2021-02,Metro,CTP,236161
2021-02,Metro,Child/Youth,77584
2021-02,Metro,Concession,104930
2021-02,Metro,Day Pass without SAF,10
2021-02,Metro,Employee,7230
2021-02,Metro,Free Travel,1117
2021-02,Metro,School Student,103196
2021-02,Metro,Senior/Pensioner,85141
2021-02,Metro,Sgl Trip Rail Adult,2486
2021-02,Metro,Sgl Trip Rail Child/Youth,2792
2021-02,Train,Adult,9681207
2021-02,Train,CTP,3440694
2021-02,Train,Child/Youth,556563
2021-02,Train,Concession,980597
2021-02,Train,Day Pass Child/Youth w/o SAF,3
2021-02,Train,Day Pass without SAF,605
2021-02,Train,Employee,221297
2021-02,Train,Free Travel,20426
2021-02,Train,School Student,1037993
2021-02,Train,Senior/Pensioner,1758361
2021-02,Train,Sgl Trip Rail Adult,44261
2021-02,Train,Sgl Trip Rail Child/Youth,23446
2021-03,Bus,Adult,6661997
2021-03,Bus,Adult Single Bus Trip 1,92
2021-03,Bus,Adult Single Bus Trip 2,35
2021-03,Bus,Adult Single Bus Trip 3,19
2021-03,Bus,CTP,3112024
2021-03,Bus,Child/Youth,697395
2021-03,Bus,Concession,1076821
2021-03,Bus,Day Pass Child/Youth w/o SAF,31
2021-03,Bus,Day Pass without SAF,725
2021-03,Bus,Employee,62780
2021-03,Bus,Free Travel,29437
2021-03,Bus,On Demand,21078
2021-03,Bus,School Student,2153901
2021-03,Bus,Senior/Pensioner,3215739
2021-03,Ferry,Adult,237686
2021-03,Ferry,CTP,165859
2021-03,Ferry,Child/Youth,31065
2021-03,Ferry,Concession,16842
2021-03,Ferry,Day Pass without SAF,16
2021-03,Ferry,Employee,3991
2021-03,Ferry,Free Travel,1492
2021-03,Ferry,School Student,10491
2021-03,Ferry,Senior/Pensioner,133259
2021-03,Ferry,Sgl Trip Ferry Adult,6248
2021-03,Ferry,Sgl Trip Ferry Child/Youth,3014
2021-03,Light rail,Adult,801365
2021-03,Light rail,CTP,413285
2021-03,Light rail,Child/Youth,52309
2021-03,Light rail,Concession,229557
2021-03,Light rail,Day Pass without SAF,27
2021-03,Light rail,Employee,6407
2021-03,Light rail,Free Travel,2132
2021-03,Light rail,School Student,50776
2021-03,Light rail,Senior/Pensioner,259203
2021-03,Light rail,Sgl Trip LR Adult,1081
2021-03,Light rail,Sgl Trip LR Child/Youth,492
2021-03,Metro,Adult,753250
2021-03,Metro,CTP,282204
2021-03,Metro,Child/Youth,69779
2021-03,Metro,Concession,202933
2021-03,Metro,Day Pass without SAF,3
2021-03,Metro,Employee,8584
2021-03,Metro,Free Travel,1271
2021-03,Metro,School Student,122144
2021-03,Metro,Senior/Pensioner,100401
2021-03,Metro,Sgl Trip Rail Adult,2989
2021-03,Metro,Sgl Trip Rail Child/Youth,2756
2021-03,Train,Adult,11142431
2021-03,Train,CTP,4083006
2021-03,Train,Child/Youth,532750
2021-03,Train,Concession,1540913
2021-03,Train,Day Pass Child/Youth w/o SAF,27
2021-03,Train,Day Pass without SAF,725
2021-03,Train,Employee,251744
2021-03,Train,Free Travel,23298
2021-03,Train,School Student,1190300
2021-03,Train,Senior/Pensioner,2071838
2021-03,Train,Sgl Trip Rail Adult,60743
2021-03,Train,Sgl Trip Rail Child/Youth,28028
2021-04,Bus,Adult,6250652
2021-04,Bus,Adult Single Bus Trip 1,73
2021-04,Bus,Adult Single Bus Trip 2,70
2021-04,Bus,Adult Single Bus Trip 3,17
2021-04,Bus,CTP,3177099
2021-04,Bus,Child/Youth,936865
2021-04,Bus,Child/Youth Single Bus Trip 1,5
2021-04,Bus,Child/Youth Single Bus Trip 2,9
2021-04,Bus,Child/Youth Single Bus Trip 3,1
2021-04,Bus,Concession,846573
2021-04,Bus,Day Pass Child/Youth w/o SAF,5
2021-04,Bus,Day Pass without SAF,502
2021-04,Bus,Employee,60810
2021-04,Bus,Free Travel,28799
2021-04,Bus,On Demand,19530
2021-04,Bus,School Student,946897
2021-04,Bus,Senior/Pensioner,3203204
2021-04,Ferry,Adult,340228
2021-04,Ferry,CTP,247035
2021-04,Ferry,Child/Youth,96891
2021-04,Ferry,Concession,17490
2021-04,Ferry,Day Pass without SAF,15
2021-04,Ferry,Employee,4982
2021-04,Ferry,Free Travel,1974
2021-04,Ferry,School Student,4864
2021-04,Ferry,Senior/Pensioner,178749
2021-04,Ferry,Sgl Trip Ferry Adult,18735
2021-04,Ferry,Sgl Trip Ferry Child/Youth,15144
2021-04,Light rail,Adult,934599
2021-04,Light rail,CTP,521713
2021-04,Light rail,Child/Youth,125713
2021-04,Light rail,Concession,196902
2021-04,Light rail,Day Pass without SAF,19
2021-04,Light rail,Employee,7916
2021-04,Light rail,Free Travel,2956
2021-04,Light rail,School Student,22281
2021-04,Light rail,Senior/Pensioner,330539
2021-04,Light rail,Sgl Trip LR Adult,2765
2021-04,Light rail,Sgl Trip LR Child/Youth,2219
2021-04,Metro,Adult,724933
2021-04,Metro,CTP,294486
2021-04,Metro,Child/Youth,112888
2021-04,Metro,Concession,139038
2021-04,Metro,Day Pass without SAF,7
2021-04,Metro,Employee,8072
2021-04,Metro,Free Travel,1412
2021-04,Metro,School Student,56909
2021-04,Metro,Senior/Pensioner,107808
2021-04,Metro,Sgl Trip Rail Adult,3971
2021-04,Metro,Sgl Trip Rail Child/Youth,5286
2021-04,Train,Adult,10852255
2021-04,Train,CTP,4379493
2021-04,Train,Child/Youth,935882
2021-04,Train,Concession,1227628
2021-04,Train,Day Pass Child/Youth w/o SAF,8
2021-04,Train,Day Pass without SAF,584
2021-04,Train,Employee,239457
2021-04,Train,Free Travel,23328
2021-04,Train,School Student,534720
2021-04,Train,Senior/Pensioner,2218946
2021-04,Train,Sgl Trip Rail Adult,83270
2021-04,Train,Sgl Trip Rail Child/Youth,56928
2021-05,Bus,Adult,6504495
2021-05,Bus,Adult Single Bus Trip 1,89
2021-05,Bus,Adult Single Bus Trip 2,22
2021-05,Bus,Adult Single Bus Trip 3,15
2021-05,Bus,CTP,3319276
2021-05,Bus,Child/Youth,684511
2021-05,Bus,Child/Youth Single Bus Trip 1,7
2021-05,Bus,Child/Youth Single Bus Trip 2,1
2021-05,Bus,Child/Youth Single Bus Trip 3,3
2021-05,Bus,Concession,920032
2021-05,Bus,Day Pass Child/Youth w/o SAF,5
2021-05,Bus,Day Pass without SAF,727
2021-05,Bus,Employee,63334
2021-05,Bus,Free Travel,28884
2021-05,Bus,On Demand,20804
2021-05,Bus,School Student,1849310
2021-05,Bus,Senior/Pensioner,3258937
2021-05,Ferry,Adult,246613
2021-05,Ferry,CTP,192875
2021-05,Ferry,Child/Youth,31202
2021-05,Ferry,Concession,14721
2021-05,Ferry,Day Pass Child/Youth w/o SAF,612
2021-05,Ferry,Day Pass without SAF,38
2021-05,Ferry,Employee,4583
2021-05,Ferry,Free Travel,1648
2021-05,Ferry,School Student,8929
2021-05,Ferry,Senior/Pensioner,146719
2021-05,Ferry,Sgl Trip Ferry Adult,8717
2021-05,Ferry,Sgl Trip Ferry Child/Youth,4322
2021-05,Light rail,Adult,911130
2021-05,Light rail,CTP,520234
2021-05,Light rail,Child/Youth,60324
2021-05,Light rail,Concession,143357
2021-05,Light rail,Day Pass Child/Youth w/o SAF,87
2021-05,Light rail,Day Pass without SAF,25
2021-05,Light rail,Employee,7962
2021-05,Light rail,Free Travel,2610
2021-05,Light rail,School Student,41673
2021-05,Light rail,Senior/Pensioner,309228
2021-05,Light rail,Sgl Trip LR Adult,1663
2021-05,Light rail,Sgl Trip LR Child/Youth,992
2021-05,Metro,Adult,784759
2021-05,Metro,CTP,324035
2021-05,Metro,Child/Youth,76183
2021-05,Metro,Concession,172821
2021-05,Metro,Day Pass without SAF,3
2021-05,Metro,Employee,9284
2021-05,Metro,Free Travel,1426
2021-05,Metro,School Student,117474
2021-05,Metro,Senior/Pensioner,114252
2021-05,Metro,Sgl Trip Rail Adult,3415
2021-05,Metro,Sgl Trip Rail Child/Youth,3857
2021-05,Train,Adult,11083214
2021-05,Train,CTP,4502379
2021-05,Train,Child/Youth,551285
2021-05,Train,Concession,1268868
2021-05,Train,Day Pass Child/Youth w/o SAF,36
2021-05,Train,Day Pass without SAF,690
2021-05,Train,Employee,243732
2021-05,Train,Free Travel,22989
2021-05,Train,School Student,1070994
2021-05,Train,Senior/Pensioner,2196224
2021-05,Train,Sgl Trip Rail Adult,66707
2021-05,Train,Sgl Trip Rail Child/Youth,31491
2021-06,Bus,Adult,5480610
2021-06,Bus,Adult Single Bus Trip 1,66
2021-06,Bus,Adult Single Bus Trip 2,28
2021-06,Bus,Adult Single Bus Trip 3,13
2021-06,Bus,CTP,2814237
2021-06,Bus,Child/Youth,570279
2021-06,Bus,Child/Youth Single Bus Trip 1,3
2021-06,Bus,Child/Youth Single Bus Trip 2,1
2021-06,Bus,Child/Youth Single Bus Trip 3,2
2021-06,Bus,Concession,682886
2021-06,Bus,Day Pass Child/Youth w/o SAF,8
2021-06,Bus,Day Pass without SAF,595
2021-06,Bus,Employee,44912
2021-06,Bus,Free Travel,24437
2021-06,Bus,On Demand,18803
2021-06,Bus,School Student,1404565
2021-06,Bus,Senior/Pensioner,2817884
2021-06,Ferry,Adult,185678
2021-06,Ferry,CTP,141456
2021-06,Ferry,Child/Youth,26586
2021-06,Ferry,Concession,10512
2021-06,Ferry,Day Pass Child/Youth w/o SAF,192
2021-06,Ferry,Day Pass without SAF,4
2021-06,Ferry,Employee,2662
2021-06,Ferry,Free Travel,1268
2021-06,Ferry,School Student,6187
2021-06,Ferry,Senior/Pensioner,103636
2021-06,Ferry,Sgl Trip Ferry Adult,5169
2021-06,Ferry,Sgl Trip Ferry Child/Youth,3029
2021-06,Light rail,Adult,736205
2021-06,Light rail,CTP,429108
2021-06,Light rail,Child/Youth,46986
2021-06,Light rail,Concession,181712
2021-06,Light rail,Day Pass without SAF,17
2021-06,Light rail,Employee,5312
2021-06,Light rail,Free Travel,2067
2021-06,Light rail,School Student,30742
2021-06,Light rail,Senior/Pensioner,238740
2021-06,Light rail,Sgl Trip LR Adult,1127
2021-06,Light rail,Sgl Trip LR Child/Youth,685
2021-06,Metro,Adult,617927
2021-06,Metro,CTP,246817
2021-06,Metro,Child/Youth,55744
2021-06,Metro,Concession,104679
2021-06,Metro,Day Pass without SAF,5
2021-06,Metro,Employee,6129
2021-06,Metro,Free Travel,1070
2021-06,Metro,School Student,94870
2021-06,Metro,Senior/Pensioner,89799
2021-06,Metro,Sgl Trip Rail Adult,2213
2021-06,Metro,Sgl Trip Rail Child/Youth,2771
2021-06,Train,Adult,9207753
2021-06,Train,CTP,3730766
2021-06,Train,Child/Youth,432363
2021-06,Train,Concession,902120
2021-06,Train,Day Pass Child/Youth w/o SAF,10
2021-06,Train,Day Pass without SAF,656
2021-06,Train,Employee,174401
2021-06,Train,Free Travel,18227
2021-06,Train,School Student,834277
2021-06,Train,Senior/Pensioner,1818996
2021-06,Train,Sgl Trip Rail Adult,47869
2021-06,Train,Sgl Trip Rail Child/Youth,26038
2021-07,Bus,Adult,2299880
2021-07,Bus,Adult Single Bus Trip 1,56
